index,CAS,smiles,Mapped SMILES,Reactivity,Oxidation Site,Oxidation Site (one hot)
253,5417-63-0,Nc1cc2ccccc2cc1O,[NH2:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][c:11]1[OH:12],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
254,82-45-1,Nc1cccc2c1C(=O)c1ccccc1C2=O,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[C:16]2=[O:17],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
255,572-83-8,O=C1c2ccccc2C(=O)c2cc(Br)ccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[cH:12][c:13]([Br:14])[cH:15][cH:16][c:17]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
256,84-60-6,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][c:6]([OH:7])[cH:8][c:9]2[C:10](=[O:11])[c:12]2[cH:13][cH:14][c:15]([OH:16])[cH:17][c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
257,129-44-2,Nc1cccc2c1C(=O)c1cccc(N)c1C2=O,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([NH2:15])[c:16]1[C:17]2=[O:18],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
258,117-78-2,O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[C:10](=[O:11])[c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[C:18]2=[O:19],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
259,4877-80-9,Oc1cc2c3cc(O)c(O)cc3c3cc(O)c(O)cc3c2cc1O,[OH:1][c:2]1[cH:3][c:4]2[c:5]3[cH:6][c:7]([OH:8])[c:9]([OH:10])[cH:11][c:12]3[c:13]3[cH:14][c:15]([OH:16])[c:17]([OH:18])[cH:19][c:20]3[c:21]2[cH:22][c:23]1[OH:24],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
260,3737-95-9,O=C(O)c1cc2ccccc2c(N=Nc2c(O)cc(S(=O)(=O)O)c3ccccc23)c1O,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[c:12]([N:13]=[N:14][c:15]2[c:16]([OH:17])[cH:18][c:19]([S:20](=[O:21])(=[O:22])[OH:23])[c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]23)[c:30]1[OH:31],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
261,31519-22-9,O=C(O)c1cc(O)c2ccccc2c1O,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6]([OH:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[c:14]1[OH:15],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
262,82-43-9,O=C1c2cccc(Cl)c2C(=O)c2c(Cl)cccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][c:7]([Cl:8])[c:9]2[C:10](=[O:11])[c:12]2[c:13]([Cl:14])[cH:15][cH:16][cH:17][c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
263,131-14-6,Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,[NH2:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([NH2:14])[cH:15][c:16]1[C:17]2=[O:18],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
264,53348-05-3,O=C1C(=O)c2ccc(Br)cc2-c2cc(Br)ccc21,[O:1]=[C:2]1[C:3](=[O:4])[c:5]2[cH:6][cH:7][c:8]([Br:9])[cH:10][c:11]2-[c:12]2[cH:13][c:14]([Br:15])[cH:16][cH:17][c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
265,84405-44-7,O=C1C(=O)c2cc(Br)ccc2-c2ccc(Br)cc21,[O:1]=[C:2]1[C:3](=[O:4])[c:5]2[cH:6][c:7]([Br:8])[cH:9][cH:10][c:11]2-[c:12]2[cH:13][cH:14][c:15]([Br:16])[cH:17][c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
266,2475-44-7,CNc1ccc(NC)c2c1C(=O)c1ccccc1C2=O,[CH3:1][NH:2][c:3]1[cH:4][cH:5][c:6]([NH:7][CH3:8])[c:9]2[c:10]1[C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[C:19]2=[O:20],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
267,571-60-8,Oc1ccc(O)c2ccccc12,[OH:1][c:2]1[cH:3][cH:4][c:5]([OH:6])[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
268,84-47-9,CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[C:19]2=[O:20],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
269,117-12-4,O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][c:7]([OH:8])[c:9]2[C:10](=[O:11])[c:12]2[cH:13][cH:14][cH:15][c:16]([OH:17])[c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
270,82-46-2,O=C1c2cccc(Cl)c2C(=O)c2cccc(Cl)c21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][c:7]([Cl:8])[c:9]2[C:10](=[O:11])[c:12]2[cH:13][cH:14][cH:15][c:16]([Cl:17])[c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
271,82-34-8,O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-],[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[c:12]1[cH:13][cH:14][cH:15][c:16]2[N+:17](=[O:18])[O-:19],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
272,14918-69-5,O=C1C=CC(=O)c2c(O)c(Cl)c(Cl)c(O)c21,[O:1]=[C:2]1[CH:3]=[CH:4][C:5](=[O:6])[c:7]2[c:8]([OH:9])[c:10]([Cl:11])[c:12]([Cl:13])[c:14]([OH:15])[c:16]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
273,116-85-8,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,[NH2:1][c:2]1[cH:3][cH:4][c:5]([OH:6])[c:7]2[c:8]1[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]2=[O:18],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
274,6485-97-8,O=C1c2ccccc2C(=O)c2cc(-c3ccccc3)ccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[cH:12][c:13](-[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[cH:20][cH:21][c:22]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
275,81-96-9,O=C1c2ccccc2-c2ccc(Br)c3cccc1c23,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2-[c:9]2[cH:10][cH:11][c:12]([Br:13])[c:14]3[cH:15][cH:16][cH:17][c:18]1[c:19]23,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
276,81-33-4,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,[O:1]=[C:2]1[NH:3][C:4](=[O:5])[c:6]2[cH:7][cH:8][c:9]3[c:10]4[cH:11][cH:12][c:13]5[c:14]6[c:15]([cH:16][cH:17][c:18]([c:19]7[cH:20][cH:21][c:22]1[c:23]2[c:24]37)[c:25]46)[C:26](=[O:27])[NH:28][C:29]5=[O:30],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
277,6217-22-7,O=c1c(=O)c2cccc3ccc4cccc1c4c32,[O:1]=[c:2]1[c:3](=[O:4])[c:5]2[cH:6][cH:7][cH:8][c:9]3[cH:10][cH:11][c:12]4[cH:13][cH:14][cH:15][c:16]1[c:17]4[c:18]23,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
278,82-38-2,CNc1cccc2c1C(=O)c1ccccc1C2=O,[CH3:1][NH:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[c:8]1[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17]2=[O:18],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
279,28736-42-7,O=C1c2ccccc2C(=O)c2c(F)ccc(F)c21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[c:12]([F:13])[cH:14][cH:15][c:16]([F:17])[c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
280,3147-58-8,O=C(O)c1c(O)cc2ccccc2c1O,[O:1]=[C:2]([OH:3])[c:4]1[c:5]([OH:6])[cH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[c:14]1[OH:15],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
281,128-80-3,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([NH:11][c:12]3[cH:13][cH:14][c:15]([CH3:16])[cH:17][cH:18]3)[c:19]3[c:20]2[C:21](=[O:22])[c:23]2[cH:24][cH:25][cH:26][cH:27][c:28]2[C:29]3=[O:30])[cH:31][cH:32]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
282,2834-92-6,Nc1c(O)ccc2ccccc12,[NH2:1][c:2]1[c:3]([OH:4])[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
283,434-85-5,O=C1c2ccccc2C(=C2c3ccccc3C(=O)c3ccccc32)c2ccccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[C:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[C:17](=[O:18])[c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]32)[c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
285,602-25-5,O=C1c2ccccc2C(=O)c2c(Cl)ccc(Cl)c21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[c:12]([Cl:13])[cH:14][cH:15][c:16]([Cl:17])[c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
286,605-32-3,O=C1c2ccccc2C(=O)c2cc(O)ccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[cH:12][c:13]([OH:14])[cH:15][cH:16][c:17]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
287,947-73-9,Nc1cc2ccccc2c2ccccc12,[NH2:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
288,475-38-7,O=C1C=CC(=O)c2c(O)ccc(O)c21,[O:1]=[C:2]1[CH:3]=[CH:4][C:5](=[O:6])[c:7]2[c:8]([OH:9])[cH:10][cH:11][c:12]([OH:13])[c:14]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
289,23912-79-0,O=c1c2ccccc2c(=O)c2cc3c(=O)c4ccccc4c(=O)c3cc12,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[c:9](=[O:10])[c:11]2[cH:12][c:13]3[c:14](=[O:15])[c:16]4[cH:17][cH:18][cH:19][cH:20][c:21]4[c:22](=[O:23])[c:24]3[cH:25][c:26]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
290,188-94-3,c1ccc2c(c1)=c1ccc3c4ccc5c6c(ccc(c7ccc=2c1c37)c64)=c1ccccc1=5,[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)=[c:7]1[cH:8][cH:9][c:10]3[c:11]4[cH:12][cH:13][c:14]5[c:15]6[c:16]([cH:17][cH:18][c:19]([c:20]7[cH:21][cH:22][c:23]=2[c:24]1[c:25]37)[c:26]46)=[c:27]1[cH:28][cH:29][cH:30][cH:31][c:32]1=5,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
291,118129-60-5,O=C1OC(=O)c2cc(Br)c3c4ccc5c6c(cc(Br)c(c7ccc1c2c73)c64)C(=O)OC5=O,[O:1]=[C:2]1[O:3][C:4](=[O:5])[c:6]2[cH:7][c:8]([Br:9])[c:10]3[c:11]4[cH:12][cH:13][c:14]5[c:15]6[c:16]([cH:17][c:18]([Br:19])[c:20]([c:21]7[cH:22][cH:23][c:24]1[c:25]2[c:26]37)[c:27]46)[C:28](=[O:29])[O:30][C:31]5=[O:32],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
292,81-55-0,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,[O:1]=[C:2]1[c:3]2[c:4]([OH:5])[cH:6][cH:7][c:8]([N+:9](=[O:10])[O-:11])[c:12]2[C:13](=[O:14])[c:15]2[c:16]([N+:17](=[O:18])[O-:19])[cH:20][cH:21][c:22]([OH:23])[c:24]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
293,81-58-3,O=C1c2c(Cl)ccc(Cl)c2C(=O)c2c(Cl)ccc(Cl)c21,[O:1]=[C:2]1[c:3]2[c:4]([Cl:5])[cH:6][cH:7][c:8]([Cl:9])[c:10]2[C:11](=[O:12])[c:13]2[c:14]([Cl:15])[cH:16][cH:17][c:18]([Cl:19])[c:20]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
294,217-68-5,c1ccc2c(c1)c1ccccc1c1nccnc21,[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[c:13]1[n:14][cH:15][cH:16][n:17][c:18]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
295,39215-21-9,Oc1cc2ccccc2c(-c2c(O)c(O)cc3ccccc23)c1O,[OH:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10](-[c:11]2[c:12]([OH:13])[c:14]([OH:15])[cH:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]23)[c:23]1[OH:24],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
296,632-83-7,O=C1c2ccccc2C(=O)c2c(Br)cccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[c:12]([Br:13])[cH:14][cH:15][cH:16][c:17]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
297,215-58-7,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,[cH:1]1[cH:2][cH:3][c:4]2[cH:5][c:6]3[c:7]4[cH:8][cH:9][cH:10][cH:11][c:12]4[c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[c:19]3[cH:20][c:21]2[cH:22]1,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
298,35438-63-2,O=Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]2[c:7]3[cH:8][cH:9][cH:10][c:11]4[cH:12][cH:13][cH:14][c:15]([c:16]5[cH:17][cH:18][cH:19][c:20]1[c:21]25)[c:22]34,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
299,128-67-6,O=C1c2ccccc2C(=O)c2c1ccc(C(=O)O)c2[N+](=O)[O-],[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[c:12]1[cH:13][cH:14][c:15]([C:16](=[O:17])[OH:18])[c:19]2[N+:20](=[O:21])[O-:22],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
300,82-22-4,O=C1c2ccccc2C(=O)c2c(Nc3cccc4c3C(=O)c3ccccc3C4=O)cccc21,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[c:11]2[c:12]([NH:13][c:14]3[cH:15][cH:16][cH:17][c:18]4[c:19]3[C:20](=[O:21])[c:22]3[cH:23][cH:24][cH:25][cH:26][c:27]3[C:28]4=[O:29])[cH:30][cH:31][cH:32][c:33]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
301,128-64-3,O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)-c1ccccc1C5=O,[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2-[c:9]2[cH:10][cH:11][c:12]3[c:13]4[cH:14][cH:15][c:16]5[c:17]6[c:18]([cH:19][cH:20][c:21]([c:22]7[cH:23][cH:24][c:25]1[c:26]2[c:27]37)[c:28]46)-[c:29]1[cH:30][cH:31][cH:32][cH:33][c:34]1[C:35]5=[O:36],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
302,5521-31-3,CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,[CH3:1][N:2]1[C:3](=[O:4])[c:5]2[cH:6][cH:7][c:8]3[c:9]4[cH:10][cH:11][c:12]5[c:13]6[c:14]([cH:15][cH:16][c:17]([c:18]7[cH:19][cH:20][c:21]([c:22]2[c:23]37)[C:24]1=[O:25])[c:26]46)[C:27](=[O:28])[N:29]([CH3:30])[C:31]5=[O:32],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
303,27485-15-0,O=C(O)c1cc2c(cc1C(=O)O)C(=O)c1ccccc1C2=O,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6]2[c:7]([cH:8][c:9]1[C:10](=[O:11])[OH:12])[C:13](=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1[C:21]2=[O:22],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
304,39674-97-0,CC1(C)C(=O)NC2=C1C(=O)C(=O)c1ccccc12,[CH3:1][C:2]1([CH3:3])[C:4](=[O:5])[NH:6][C:7]2=[C:8]1[C:9](=[O:10])[C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]12,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
305,56752-35-3,Brc1ccc2c3cccc4c(Br)ccc(c5cccc1c52)c43,[Br:1][c:2]1[cH:3][cH:4][c:5]2[c:6]3[cH:7][cH:8][cH:9][c:10]4[c:11]([Br:12])[cH:13][cH:14][c:15]([c:16]5[cH:17][cH:18][cH:19][c:20]1[c:21]25)[c:22]34,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
306,7323-62-8,CC(=O)Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]([OH:9])[c:10]2[c:11]1[C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[C:20]2=[O:21],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
307,81-49-2,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,[NH2:1][c:2]1[c:3]([Br:4])[cH:5][c:6]([Br:7])[c:8]2[c:9]1[C:10](=[O:11])[c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[C:18]2=[O:19],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
308,6364-19-8,O=C(O)c1ccc2c3cccc4c(C(=O)O)ccc(c5cccc1c52)c43,[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]3[cH:9][cH:10][cH:11][c:12]4[c:13]([C:14](=[O:15])[OH:16])[cH:17][cH:18][c:19]([c:20]5[cH:21][cH:22][cH:23][c:24]1[c:25]25)[c:26]34,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
309,129-39-5,O=C1c2cccc([N+](=O)[O-])c2C(=O)c2c1cccc2[N+](=O)[O-],[O:1]=[C:2]1[c:3]2[cH:4][cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[c:11]2[C:12](=[O:13])[c:14]2[c:15]1[cH:16][cH:17][cH:18][c:19]2[N+:20](=[O:21])[O-:22],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
310,81-77-6,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,[O:1]=[c:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[c:9](=[O:10])[c:11]2[c:12]1[cH:13][cH:14][c:15]1[nH:16][c:17]3[c:18]([cH:19][cH:20][c:21]4[c:22](=[O:23])[c:24]5[cH:25][cH:26][cH:27][cH:28][c:29]5[c:30](=[O:31])[c:32]34)[nH:33][c:34]21,0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
311,7427-09-0,CC1=C(N)C(=O)c2ccccc2C1=O,[CH3:1][C:2]1=[C:3]([NH2:4])[C:5](=[O:6])[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[C:13]1=[O:14],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
312,1018-79-7,N#Cc1c(C#N)c(O)c2ccccc2c1O,[N:1]#[C:2][c:3]1[c:4]([C:5]#[N:6])[c:7]([OH:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[c:15]1[OH:16],0,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
